ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
A,"In the Korean-Chinese society, they say that they sell human meat by tricking them into mutton... It's like a tribe that only knows how to do voice phishing and knife... Just looking at it makes me shiver. Don't keep coming over to another country and don't wash the water, you guys should fight and stir-fry each other while cutting.. Just thinking about it makes my teeth tremble.. Even reading articles about it is disgusting and disgusting.",1,76,22.98,63.42,52.19,1,12.67,19.74,88.16,75,56.58,17.11,7.89,2.63,0,1.32,0,3.95,9.21,11.84,3.95,0,13.16,7.89,9.21,6.58,2.63,22.37,6.58,1.32,1.32,1.32,0,0,10.53,0,10.53,3.95,3.95,1.32,0,0,2.63,0,6.58,1.32,5.26,1.32,0,1.32,1.32,0,0,0,14.47,2.63,0,0,1.32,0,1.32,10.53,0,0,0,1.32,1.32,0,1.32,0,1.32,0,0,0,1.32,0,5.26,1.32,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,3.95,10.53,0,2.63,6.58,1.32,0,2.63,1.32,0,9.21,0,0,0,0,0,0,25,15.79,2.63,0,0,3.95,2.63
A," An acquaintance couple took a taxi on a trip to China, and as they were Korean-Chinese, they spoke well, and the car broke down in a rare place. But suddenly, he said that he left with only his wife on board. He reported it to the police and found his wife, but he said that the liver, bean plate, cornea, and organs were all taken away and only breathing was found.",1,71,57.45,95.12,2.25,20.23,23.67,7.04,91.55,73.24,59.15,15.49,11.27,0,0,0,8.45,2.82,4.23,16.9,9.86,0,12.68,4.23,5.63,11.27,0,15.49,5.63,2.82,4.23,2.82,0,1.41,7.04,1.41,5.63,2.82,0,0,0,0,2.82,0,2.82,1.41,1.41,0,0,0,0,0,0,0,19.72,4.23,0,0,0,0,4.23,15.49,2.82,1.41,2.82,8.45,2.82,0,1.41,1.41,1.41,0,0,1.41,0,0,5.63,0,0,0,0,0,0,1.41,0,0,0,2.82,0,0,0,0,0,0,1.41,8.45,0,0,7.04,1.41,0,0,2.82,15.49,0,0,0,0,0,0,0,16.9,4.23,11.27,0,0,0,1.41
A,"Korean-Chinese seems to have something to do with crime, and it doesn't feel good.. It seems to be portrayed that way because there are so many expressions in the movie, and there are a lot of things like that. .. There are many people who are not, but I think we should be careful..",1,53,4.02,20.62,68.36,49.04,17.67,11.32,94.34,84.91,75.47,16.98,5.66,1.89,1.89,0,0,0,11.32,13.21,3.77,0,13.21,18.87,7.55,9.43,3.77,26.42,5.66,9.43,1.89,1.89,0,0,16.98,0,16.98,7.55,1.89,1.89,5.66,0,3.77,0,1.89,1.89,0,1.89,1.89,0,0,0,0,0,3.77,0,0,0,0,0,0,3.77,0,0,0,0,1.89,0,1.89,0,1.89,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,9.43,11.32,0,0,9.43,0,0,1.89,0,0,15.09,0,0,0,0,0,0,22.64,13.21,5.66,0,0,1.89,1.89
A," The Korean-Chinese crime rate is increasing. Voice phishing is also very scary. I also called a few days ago saying that I am a police officer and that my account was used for a crime. I heard that my brother got a similar call a while ago... uhh... I'm worried.",1,50,12.09,3.95,75.94,1,8.33,16,92,80,56,18,12,12,0,0,0,0,6,24,12,0,2,10,10,8,0,20,8,8,6,2,0,4,6,0,6,0,2,0,0,0,2,0,4,0,4,4,0,4,4,0,0,0,10,6,0,0,0,0,6,4,2,0,0,2,2,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,8,12,8,0,2,0,0,2,0,24,20,0,0,0,2,2
A,"Koreans are the main cause of violent crimes. As can be seen in the case of Won-chun Oh as a representative case, it is a really heinous crime. Well, we only hear about big events in the news, but there are a lot of crimes of Korean-Chinese people depicted in movies. Shinsegae (three Korean-Chinese people), a crime city, has terrifying brutality. I'm really scared.",1,64,84.59,40.06,5.64,1,12.8,17.19,81.25,65.63,53.13,4.69,3.13,1.56,1.56,0,0,0,1.56,14.06,10.94,1.56,15.62,10.94,9.38,4.69,0,14.06,9.38,7.81,1.56,1.56,0,0,7.81,0,7.81,0,1.56,1.56,0,3.13,1.56,0,7.81,1.56,6.25,4.69,0,4.69,3.13,1.56,0,0,6.25,3.13,0,0,1.56,0,1.56,1.56,0,0,0,0,4.69,0,4.69,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,10.94,0,0,7.81,1.56,1.56,0,0,1.56,9.38,0,1.56,0,0,1.56,0,25,7.81,7.81,0,0,1.56,7.81
A," Although Korean-Chinese are of the same ethnicity, it is dangerous because behaviors that have not been considered crimes since childhood due to their living environment come to Korea and commit violent crimes as they are, but it is even scarier that they do not know that they are a crime. I would like the government to take action when I am going to lead a violent crime anytime and anywhere and lead a normal life without anything.",1,77,15.64,7.72,88.28,2.61,38.5,22.08,92.21,77.92,61.04,15.58,7.79,2.6,0,0,0,5.19,7.79,11.69,6.49,0,11.69,12.99,5.19,11.69,2.6,24.68,7.79,0,2.6,0,2.6,2.6,22.08,0,22.08,2.6,5.19,2.6,3.9,0,7.79,0,7.79,2.6,5.19,6.49,2.6,3.9,1.3,2.6,0,0,6.49,0,0,0,0,0,0,5.19,0,0,0,0,3.9,1.3,2.6,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1.3,0,6.49,6.49,0,2.6,5.19,0,0,0,6.49,2.6,7.79,2.6,0,0,0,0,0,6.49,2.6,2.6,0,0,0,1.3
A,"Crime City is a movie based on a true story. This shows that the crimes committed by the Korean-Chinese are unbelievably cruel. To support this, the Oh Won-chun incident occurred. Unbelievable and violent crimes called shards of murder are occurring in Korea from Korean-Chinese.",1,44,97.37,40.06,1,1,11,25,75,59.09,40.91,6.82,0,0,0,0,0,0,6.82,18.18,11.36,0,13.64,6.82,0,2.27,0,13.64,9.09,0,2.27,0,2.27,0,4.55,0,4.55,0,2.27,0,0,0,0,0,9.09,2.27,6.82,4.55,0,4.55,0,4.55,0,0,13.64,11.36,2.27,0,4.55,2.27,4.55,0,0,0,0,0,4.55,0,4.55,0,2.27,2.27,0,0,0,0,2.27,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,2.27,6.82,0,2.27,0,0,2.27,0,18.18,9.09,2.27,0,0,0,6.82
A," If I do anything, I blame the Koreans every day, but it doesn't seem like a bit. Korean-Chinese people know that it is easy to commit crimes by using the fact that their identity is not properly verified. But Koreans are not that easy either. I think this is a legal issue. If you commit a crime, please make sure that you get a strong punishment for it. It is also unreasonable to not be able to impose a penalty for not verifying your identity. You shouldn't just blame anyone, but take action.",1,93,13.38,4.4,51.16,1.4,13.29,13.98,88.17,74.19,59.14,20.43,8.6,3.23,0,4.3,0,1.08,11.83,17.2,7.53,0,7.53,9.68,2.15,7.53,6.45,20.43,3.23,3.23,4.3,0,1.08,3.23,20.43,1.08,19.35,3.23,1.08,1.08,5.38,0,10.75,0,5.38,1.08,4.3,0,0,0,0,0,0,0,11.83,5.38,1.08,1.08,0,3.23,0,6.45,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,8.6,3.23,2.15,1.08,0,0,0,0,1.08,0,6.45,2.15,0,0,0,0,0,15.05,7.53,4.3,0,0,2.15,1.08
A,"The longer the Korean-Chinese stay in Korea, the higher the crime rate seems to be. So, no matter how bad it is, the Korean-Chinese seem to be the culprit behind the unavoidable violent crimes.. The crime rate seems to be reduced by preventing them from even visiting the country at all. It is said that the period of stay in Korea has been greatly reduced.",1,65,95.73,40.06,63.35,1.63,16.25,16.92,84.62,75.38,55.38,6.15,1.54,0,0,0,0,1.54,4.62,20,15.38,0,15.38,10.77,4.62,1.54,1.54,21.54,6.15,6.15,0,0,0,0,10.77,3.08,7.69,6.15,1.54,0,4.62,0,0,0,3.08,0,3.08,3.08,0,3.08,0,1.54,0,0,6.15,3.08,0,0,0,0,1.54,1.54,0,0,0,0,3.08,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,6.15,12.31,0,0,12.31,0,0,0,1.54,3.08,7.69,0,0,0,0,0,0,15.38,7.69,4.62,0,0,0,3.08
A," You can tell just by watching the movie Crime City. They form a faction among themselves and argue with women, and they probably won't even know that it's a crime. Go back to your country quickly. You should not defend it because you are Chinese and Korean. Because of such children, only good citizens should be harmed. There should be more detectives like Ma Dong-seok.",1,65,7.69,99,5.35,6.78,10.83,20,93.85,70.77,63.08,15.38,10.77,0,0,6.15,0,4.62,4.62,10.77,4.62,0,9.23,13.85,9.23,7.69,3.08,18.46,4.62,1.54,3.08,1.54,0,1.54,13.85,0,13.85,1.54,3.08,6.15,1.54,0,1.54,0,4.62,1.54,3.08,3.08,1.54,1.54,0,1.54,0,0,24.62,3.08,0,0,1.54,0,3.08,18.46,1.54,0,3.08,0,4.62,1.54,3.08,0,1.54,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,10.77,1.54,1.54,9.23,1.54,0,0,1.54,1.54,4.62,1.54,0,0,0,0,0,16.92,9.23,3.08,0,0,3.08,1.54
A,"It's like a member of a Korean-Chinese gang in China, like Zhang Chen from the movie Crime City, has entered the country and is active. It has been a long time since they worked in conjunction with a domestic gangster organization to increase their power while competing with the Chinese triad and now expand their power to Korea. It seems that the day is not far off when Korea will become a proxy battleground for the power struggle of Japan's Yakuza and China's Triad. It is time for the Korean police to crack down strongly so that their organizations do not become active through the cooperation of Korea, China and Japan.",1,111,88.23,56.18,36.48,20.23,27.75,14.41,84.68,65.77,53.15,9.01,3.6,0,0,0,0,3.6,5.41,15.32,10.81,0,17.12,8.11,2.7,7.21,1.8,12.61,5.41,2.7,11.71,3.6,1.8,7.21,5.41,0,5.41,0.9,0.9,0,0.9,0,1.8,0,3.6,1.8,1.8,0,0,0,0,0,0,0,9.91,1.8,0.9,0,0.9,0,0,6.31,0,0,0,0,2.7,0,2.7,0,3.6,0.9,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21,9.01,0,0.9,8.11,0,0,0,4.5,2.7,7.21,0.9,0,0,0,0,0,9.91,3.6,2.7,0,0,2.7,0.9
A," No, if you get grungy, you proudly say no. There is a problem with both the person doing that kind of thing and the person doing it. Don't make it happen. I'm still less than 150 characters, so what should I write? You are giving stupid answers to nonsensical questions.",1,50,2.72,51.99,13.33,20.23,10,12,94,80,66,20,10,4,0,6,0,0,10,16,6,2,8,14,8,8,6,26,4,4,2,0,2,0,22,4,18,4,2,2,8,0,4,0,4,2,2,2,2,0,0,0,0,0,16,6,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,20,8,6,2,0,4,0
A,"Most of the violent criminals, including murder, robbery, and rape, are Korean-Chinese. Koreans should not be allowed to enter Korea. I can't live because I'm anxious because of the Korean-Chinese. Korean-Chinese should not be allowed to return to China and enter Korea. As long as the Korean-Chinese are roaming around, it is impossible to live in Korea because it is dangerous. Koreans, go back to China.",1,66,54.26,1.08,79.84,1,11,28.79,89.39,71.21,54.55,6.06,3.03,3.03,0,0,0,0,3.03,6.06,4.55,0,18.18,15.15,1.52,10.61,4.55,22.73,10.61,3.03,3.03,0,0,3.03,16.67,0,16.67,0,7.58,4.55,0,0,6.06,0,7.58,0,7.58,3.03,0,3.03,1.52,1.52,0,0,7.58,7.58,0,0,3.03,1.52,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,6.06,0,0,0,0,0,1.52,0,1.52,0,0,0,0,0,0,0,1.52,0,7.58,15.15,0,6.06,12.12,0,0,0,0,0,9.09,0,0,0,0,0,0,27.27,9.09,9.09,0,0,3.03,6.06
A," As the Korean-Chinese came in, our society became more dangerous. The number of Korean-Chinese who commit various accidents and illegal activities continues to increase, and as a result, violent crimes are also increasing. Violent crimes are increasing year by year in areas where Korean-Chinese live, and this has come to be the biggest problem in our society. We must immediately stop the Korean people from endangering our people. Let's all look at it with interest and expel the Korean-Chinese, the culprit of violent crimes, from our country.",1,87,81.78,98.43,28.21,1,17.4,28.74,89.66,71.26,50.57,10.34,8.05,0,6.9,0,0,0,2.3,16.09,8.05,0,16.09,6.9,3.45,8.05,0,14.94,9.2,9.2,9.2,6.9,0,2.3,6.9,1.15,5.75,0,1.15,1.15,0,0,1.15,0,6.9,0,6.9,3.45,0,3.45,0,3.45,0,0,11.49,0,0,0,0,0,0,10.34,0,0,0,0,5.75,0,5.75,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,1.15,0,10.34,11.49,1.15,3.45,8.05,1.15,0,0,3.45,2.3,5.75,0,0,0,0,0,0,18.39,5.75,6.9,0,0,1.15,4.6
A,"It is said that the stories of Korean-Chinese crimes that only appear in movies are actually happening in Daerim-dong, Seoul. Compared to other neighborhoods, the crime rate is high, and violent crimes such as murder and robbery are not uncommon. Shouldn't the government take strong measures to protect its own citizens against the reckless increase in crime by Korean-Chinese? I am worried that the scope of activities of Korean-Chinese people in Seoul Guro-dong and Daerim-dong is gradually increasing.",1,78,80.69,11.19,23.3,1,19.5,33.33,83.33,65.38,48.72,7.69,1.28,1.28,0,0,0,0,6.41,14.1,6.41,0,15.38,8.97,2.56,5.13,2.56,14.1,10.26,3.85,3.85,1.28,0,2.56,8.97,0,8.97,0,0,1.28,0,1.28,5.13,0,6.41,1.28,5.13,2.56,0,2.56,1.28,1.28,0,0,6.41,3.85,0,0,1.28,0,2.56,2.56,0,0,0,0,6.41,2.56,3.85,0,2.56,1.28,1.28,0,0,0,1.28,0,0,0,0,0,0,0,1.28,0,0,1.28,0,0,0,0,2.56,0,3.85,8.97,0,1.28,7.69,1.28,0,0,0,1.28,7.69,0,0,0,0,0,0,17.95,3.85,3.85,1.28,0,1.28,7.69
A," There are many stories in the news that the psychology of people who commit crimes in the world is trauma caused by abuse or psychological shock from an early age, and I think that's the type of Korean-Chinese. Since I grew up being despised and despised in a foreign country, the probability of violent crime is not that high...",1,59,89.52,10.17,97.35,1,29.5,16.95,94.92,71.19,55.93,10.17,5.08,3.39,0,0,0,0,5.08,18.64,11.86,0,16.95,8.47,1.69,6.78,1.69,15.25,10.17,1.69,1.69,0,0,1.69,10.17,0,10.17,1.69,3.39,0,3.39,0,3.39,0,10.17,0,10.17,6.78,0,6.78,0,5.08,0,0,6.78,3.39,0,0,0,0,3.39,1.69,0,0,0,0,1.69,0,1.69,0,1.69,0,0,1.69,0,0,1.69,1.69,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,15.25,0,0,15.25,0,0,0,5.08,3.39,6.78,0,0,0,0,0,0,13.56,6.78,3.39,0,0,1.69,1.69
A,"People referred to as Korean-Chinese look similar to us, but their way of life has changed completely over the years. There seem to be a lot of everyday things that are so natural to swings that we think we should never do now. The biggest difference between us in basic respect and courtesy towards people is that we often feel fear because of it. I think the editorial was a bit long, but it was just scary. They don't know what to do if they don't like them. scary.",1,89,14.81,72.39,94.56,9.43,14.83,16.85,100,88.76,68.54,20.22,11.24,1.12,5.62,0,0,4.49,8.99,11.24,5.62,0,15.73,12.36,7.87,7.87,3.37,22.47,8.99,7.87,6.74,5.62,0,1.12,20.22,2.25,17.98,5.62,2.25,1.12,3.37,1.12,5.62,0,5.62,2.25,3.37,3.37,0,3.37,3.37,0,0,0,14.61,3.37,2.25,1.12,0,0,0,10.11,0,0,0,0,1.12,0,1.12,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24,11.24,1.12,1.12,7.87,1.12,0,1.12,6.74,4.49,8.99,0,0,0,0,0,0,12.36,6.74,2.25,0,0,2.25,1.12
A,"To be honest, the Korean-Chinese are different from us in the way they think... If there is a fight, they break the bottle of soju first. In areas where there are many Korean-Chinese people, the police say that they wear a sword vest to work. Not all Koreans commit crimes. But if a violent crime occurs and the criminal is caught, why are they all Korean-Chinese? Whether it was Oh Won-chun or Wu Yuen-chun, the person who cut people off was also Korean-Chinese.",1,83,52.72,40.06,49.65,3.11,13.83,13.25,85.54,69.88,57.83,9.64,7.23,0,1.2,0,0,4.82,2.41,16.87,10.84,1.2,8.43,9.64,6.02,8.43,1.2,14.46,6.02,3.61,3.61,1.2,1.2,1.2,16.87,1.2,15.66,1.2,1.2,0,6.02,3.61,8.43,0,2.41,0,2.41,1.2,0,1.2,0,1.2,0,0,12.05,3.61,0,0,1.2,1.2,1.2,8.43,0,0,0,0,6.02,0,6.02,0,1.2,0,0,1.2,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,0,0,0,3.61,8.43,0,1.2,7.23,0,0,0,0,3.61,6.02,0,1.2,0,0,1.2,0,22.89,8.43,6.02,1.2,0,0,7.23
A," The murder rate in Korea is increasing, and even in Daerim, the rate of increase is rapid. It's all because of the Koreans. The Korean-Chinese are increasing the homicide rate in our country. In addition, the number of jobs in Korea is decreasing due to the Korean-Chinese, and public order is disturbed. Also, there are many patients with tuberculosis, which is the cause of the increase in medical insurance.",1,69,94.33,57.35,44.75,1.92,13.8,24.64,94.2,73.91,56.52,4.35,1.45,0,1.45,0,0,0,2.9,17.39,13.04,0,17.39,11.59,4.35,5.8,0,11.59,4.35,17.39,2.9,1.45,0,1.45,5.8,1.45,4.35,0,2.9,0,0,0,1.45,0,2.9,0,2.9,0,0,0,0,0,0,0,7.25,2.9,0,0,2.9,0,0,2.9,0,0,0,0,4.35,0,4.35,0,2.9,0,0,1.45,1.45,0,7.25,4.35,1.45,0,0,0,0,0,2.9,0,0,0,0,0,0,0,1.45,0,1.45,13.04,0,1.45,11.59,0,0,0,2.9,0,11.59,0,0,0,0,0,0,20.29,7.25,8.7,0,0,1.45,2.9
A,"The Korean-Chinese are the culprits of violent crimes and must be expelled from our country. The root of all evil. The reason our country's crime rate is rising, and the reason why women are being caught without knowing it, is because of the Korean-Chinese. They should all be kicked out of our country!",1,53,65.45,95.87,29.13,1,13.25,20.75,90.57,73.58,62.26,9.43,7.55,0,5.66,0,0,1.89,1.89,20.75,11.32,0,13.21,16.98,3.77,5.66,0,24.53,1.89,5.66,7.55,5.66,0,1.89,20.75,3.77,16.98,5.66,7.55,5.66,0,3.77,1.89,0,7.55,0,7.55,1.89,0,1.89,0,1.89,0,0,15.09,1.89,0,0,0,1.89,0,9.43,0,0,1.89,0,3.77,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,5.66,13.21,0,7.55,5.66,0,0,0,0,3.77,7.55,0,0,0,0,0,0,16.98,5.66,3.77,0,1.89,1.89,3.77
A," Those Korean-Chinese are smuggling drugs from the port and secretly selling drugs in a smuggling manner. If there is a problem, they find the target and remove it, then bury the body somewhere to destroy the evidence and escape to another place. I'm moving and I'm sleeping. Also, they do not hesitate to harm people, and if they have money, they quietly assassinate and earn money.",1,66,14.87,17.46,91.71,1,16.5,21.21,92.42,65.15,59.09,13.64,9.09,3.03,0,0,0,6.06,4.55,12.12,9.09,0,7.58,9.09,7.58,15.15,1.52,15.15,0,1.52,4.55,0,1.52,3.03,13.64,0,13.64,3.03,0,0,6.06,0,6.06,0,6.06,0,6.06,0,0,0,0,0,0,0,12.12,6.06,0,0,1.52,0,0,6.06,0,0,0,0,1.52,0,1.52,0,3.03,0,0,1.52,1.52,0,7.58,3.03,0,0,0,0,0,0,1.52,0,0,1.52,0,0,0,1.52,4.55,0,9.09,15.15,0,6.06,6.06,0,1.52,0,1.52,0,6.06,0,0,0,0,0,0,18.18,6.06,7.58,0,0,3.03,1.52
A,"The Korean-Chinese should be expelled from Korea. It is the culprit of violent crime. Bad nation. It just hurts Korea seriously. Let's get them out of Korea. Our nation, a single nation, we can live well on our own. There is no need for a nation that only inflicts damage. Koreans are Chinese. Let's live well together.",1,57,27.21,99,1,1,6.33,15.79,89.47,71.93,57.89,15.79,10.53,0,8.77,0,0,1.75,5.26,15.79,7.02,1.75,10.53,14.04,10.53,0,1.75,22.81,8.77,1.75,15.79,10.53,0,5.26,10.53,1.75,8.77,0,1.75,5.26,0,1.75,0,0,12.28,3.51,8.77,5.26,0,5.26,0,1.75,0,0,12.28,1.75,0,0,1.75,0,0,10.53,0,0,0,0,12.28,7.02,5.26,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,0,0,0,10.53,10.53,0,1.75,7.02,0,0,1.75,0,0,10.53,0,0,0,0,0,0,24.56,15.79,3.51,0,0,3.51,1.75
A," This is why all Korean-Chinese bastards have to be expelled from Korea. Look at the structure of the land. You can't find Korean people. It's like a stuffy government.",1,29,76.81,22.04,7.91,1.05,7.25,17.24,93.1,72.41,58.62,10.34,3.45,0,0,3.45,0,0,6.9,17.24,10.34,0,17.24,17.24,3.45,0,3.45,31.03,3.45,3.45,3.45,0,0,3.45,13.79,3.45,10.34,3.45,3.45,3.45,0,0,3.45,0,6.9,0,3.45,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,3.45,0,0,0,0,10.34,3.45,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,13.79,17.24,3.45,3.45,3.45,3.45,0,3.45,0,0,10.34,6.9,0,0,0,0,0,24.14,13.79,0,0,0,6.9,3.45
A," don't know if this may be the case, but I think that people's perceptions will all have a negative view of the Korean-Chinese. Just by looking at the appearance of the Korean-Chinese in the movie Crime City, you can see what the Korean people's perception of the Korean-Chinese is. It can be the marginalized class of our society, but it can also become a crime-causing class on the contrary.",1,69,72.44,57.35,7.4,7.29,23,20.29,94.2,71.01,62.32,11.59,4.35,1.45,1.45,1.45,0,0,7.25,21.74,15.94,0,11.59,14.49,2.9,5.8,1.45,21.74,1.45,1.45,1.45,1.45,0,0,18.84,1.45,17.39,5.8,0,4.35,2.9,0,4.35,0,1.45,0,1.45,0,0,0,0,0,0,0,10.14,1.45,0,0,1.45,0,0,7.25,0,0,0,0,5.8,0,5.8,0,4.35,1.45,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,11.59,0,0,2.9,5.8,0,0,0,0,7.25,2.9,0,0,0,0,0,18.84,4.35,4.35,0,0,4.35,5.8
A," Yesterday, there was a knife-burim case in our neighborhood, and it seems that this was also the work of the Korean-Chinese. Real Korean-Chinese are always present when violent crimes occur. I have to move or not, but I can't live because I'm afraid. I wish the government would do something about it.",1,52,1.84,1.17,89.39,1,13,19.23,90.38,78.85,65.38,19.23,9.62,7.69,1.92,0,0,0,9.62,13.46,7.69,0,7.69,15.38,9.62,11.54,3.85,25,5.77,0,3.85,1.92,1.92,0,21.15,1.92,19.23,1.92,1.92,5.77,5.77,1.92,7.69,0,3.85,0,3.85,3.85,0,3.85,1.92,1.92,0,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,5.77,1.92,3.85,0,3.85,0,1.92,1.92,0,0,1.92,0,0,0,0,0,0,0,0,3.85,1.92,0,0,0,0,0,0,0,5.77,7.69,0,1.92,5.77,0,0,0,5.77,5.77,7.69,5.77,0,0,0,0,0,23.08,7.69,5.77,0,0,3.85,5.77
A,"When Koreans enter our country, they continue to commit violent crimes. At first, there were no restrictions on their entry because they were of the same ethnicity, but if this behavior continues, they should be banned from entering Korea. If the Korean-Chinese disappear, there won't be as many violent crimes as there are now.",1,54,10.19,40.06,92.16,1,18,24.07,88.89,75.93,62.96,11.11,9.26,0,1.85,0,0,7.41,1.85,14.81,3.7,1.85,12.96,12.96,9.26,12.96,3.7,20.37,9.26,3.7,3.7,1.85,0,1.85,12.96,1.85,11.11,0,1.85,1.85,3.7,0,7.41,0,5.56,0,5.56,3.7,0,3.7,0,3.7,0,0,11.11,0,0,0,0,0,0,9.26,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,12.96,0,3.7,9.26,0,0,0,7.41,3.7,5.56,1.85,0,0,0,0,0,18.52,5.56,9.26,0,0,1.85,1.85
A," The unscrupulous criminal Jo Doo-soon was also Korean-Chinese, and Crime City is a movie based on a true story, but it seems true that Korean-Chinese crimes a lot... Every time the crime is not normal, there are many violent crimes and unscrupulous crime types, but the Korean-Chinese seem like potential criminals. I hope they all get kicked out~!!! Get out of Korea right now~!!!",1,64,70.71,11.66,23.08,1,16,15.63,85.94,71.88,48.44,6.25,3.13,1.56,0,0,0,1.56,3.13,17.19,9.38,0,7.81,6.25,4.69,7.81,1.56,17.19,15.63,6.25,0,0,0,0,20.31,3.13,17.19,3.13,1.56,4.69,6.25,0,4.69,0,7.81,1.56,6.25,3.13,1.56,1.56,0,1.56,0,0,10.94,7.81,0,0,0,6.25,1.56,1.56,0,0,0,0,4.69,0,4.69,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,3.13,0,0,0,0,0,0,12.5,7.81,0,1.56,6.25,0,0,0,1.56,3.13,7.81,3.13,0,0,0,0,0,31.25,6.25,6.25,0,9.38,0,9.38
A,"There really is no end to the crimes of Korean-Chinese people.. It is not just one or two violent crimes that should not be left behind. I do not understand common sense whether it makes sense that the Korean people are trembling in our country, but the Korean-Chinese live casually. How many more people will have to see tears before they wake up?",1,63,21.46,1.6,99,1.48,15.75,12.7,95.24,73.02,63.49,11.11,4.76,1.59,1.59,0,0,1.59,6.35,17.46,4.76,3.17,11.11,12.7,6.35,6.35,6.35,20.63,6.35,6.35,1.59,1.59,0,0,22.22,1.59,20.63,6.35,3.17,1.59,1.59,1.59,9.52,0,3.17,0,3.17,3.17,0,3.17,1.59,1.59,0,0,4.76,0,0,0,0,0,0,3.17,0,0,0,0,4.76,0,4.76,0,1.59,1.59,0,0,0,0,4.76,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,11.11,17.46,0,1.59,11.11,1.59,0,4.76,3.17,0,6.35,4.76,0,0,0,0,0,12.7,6.35,1.59,1.59,0,0,3.17
