ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
A,"think the evidence that Korean-Chinese is the cause of violent crimes is weak. Is it a generalization error? I can't remember the exact name, but I think it will be similar. Anyway, if more accurate information such as the rate and type of crimes committed by Korean-Chinese and their punishment is provided so that it can be generally proved, I will agree with the claim that the cause is Korean-Chinese.",1,70,21.11,6.16,33.12,1,17.5,20,92.86,74.29,60,14.29,5.71,4.29,0,0,0,1.43,8.57,18.57,10,0,7.14,15.71,4.29,8.57,1.43,20,8.57,2.86,4.29,0,1.43,2.86,20,0,20,8.57,2.86,2.86,2.86,1.43,5.71,1.43,4.29,0,4.29,1.43,0,1.43,0,1.43,0,0,8.57,5.71,0,0,0,0,0,2.86,0,0,0,0,4.29,0,4.29,0,0,0,0,0,0,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,4.29,10,2.86,1.43,0,1.43,0,0,15.71,4.29,4.29,1.43,0,1.43,4.29
A,"true and not Not all Koreans commit crimes. This is a generalization error. However, of course, if any of the few Korean-Chinese commit a crime, the Korean people are only afraid of them. Moreover, the crimes committed by the Korean-Chinese are usually evil. As long as someone from that tribe commits a crime after coming to our country, that tribe will never be welcomed. It is only necessary to work tirelessly to improve the awareness of those tribes.",1,78,64.84,40.06,39.59,20.23,13,20.51,92.31,70.51,60.26,10.26,2.56,0,1.28,0,0,1.28,7.69,20.51,10.26,0,15.38,7.69,7.69,7.69,3.85,12.82,8.97,2.56,10.26,6.41,3.85,0,17.95,1.28,16.67,2.56,0,0,7.69,2.56,5.13,0,6.41,2.56,2.56,2.56,0,1.28,1.28,0,0,0,11.54,2.56,0,1.28,0,1.28,0,7.69,0,0,0,0,5.13,0,5.13,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,5.13,5.13,1.28,1.28,3.85,0,0,0,3.85,0,6.41,1.28,0,0,0,0,0,16.67,7.69,6.41,0,0,0,2.56
A,"think that this prejudice may be due to the increased number of crimes among Korean-Chinese people. And I hear experiences from people around me, and the Korean-Chinese seem to have a very violent and irritable nature. There are many criminals in our country, so it seems a bit unreasonable to conclude that Korean-Chinese are the culprits of violent crimes, and it seems to be true that they are contributing to some extent.",1,72,58.02,48.31,49.53,1,24,20.83,91.67,75,58.33,13.89,5.56,2.78,1.39,0,0,1.39,8.33,16.67,6.94,0,15.28,9.72,5.56,6.94,0,16.67,6.94,6.94,1.39,1.39,0,0,9.72,0,9.72,6.94,0,0,5.56,0,0,0,5.56,0,5.56,4.17,0,4.17,0,4.17,0,0,9.72,5.56,1.39,0,0,4.17,0,2.78,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,8.33,0,0,6.94,0,1.39,0,1.39,0,6.94,1.39,0,0,0,0,0,12.5,4.17,4.17,0,0,0,4.17
A,I don't think that Korean-Chinese people have a higher violent crime rate. The influence of the media and mass media seems to have been largely reflected. It seems necessary to compare the statistical data of the overall crime rate of Korea and the crime rate of Korean-Chinese in detail. To think that it is more likely because it is a specific country or race is a psychology that reflects prejudice and misunderstanding.,1,72,76.7,13.82,49.53,7.66,18,23.61,86.11,69.44,51.39,9.72,1.39,1.39,0,0,0,0,8.33,16.67,11.11,0,11.11,9.72,1.39,6.94,1.39,15.28,9.72,6.94,1.39,0,0,1.39,20.83,0,20.83,9.72,2.78,0,6.94,0,2.78,0,1.39,0,1.39,1.39,0,1.39,0,1.39,0,0,4.17,2.78,0,0,0,1.39,0,0,0,0,0,0,2.78,0,2.78,0,1.39,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,5.56,6.94,0,0,4.17,2.78,0,0,0,1.39,8.33,0,0,0,0,0,0,9.72,5.56,0,0,0,1.39,2.78
A,"think that the violent crimes of Korean-Chinese should be resolved by the public authorities of our country. Above all, whether it is because of the large lack of compatriot consciousness or the difference in the environment in which they lived, it is something that happens in our territory. That is why it is so fresh that our people should not be shaken by anxiety.",1,64,38.79,49.35,65.48,6.65,21.33,23.44,95.31,81.25,67.19,20.31,6.25,0,4.69,0,0,1.56,14.06,20.31,7.81,0,15.63,12.5,3.13,6.25,1.56,20.31,6.25,3.13,6.25,4.69,0,1.56,23.44,1.56,21.88,4.69,3.13,4.69,3.13,0,7.81,0,4.69,1.56,3.13,3.13,0,3.13,1.56,1.56,0,0,7.81,0,0,0,0,0,0,6.25,0,0,0,0,3.13,1.56,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,4.69,12.5,0,0,12.5,0,0,0,0,3.13,7.81,0,0,0,0,0,0,9.38,4.69,3.13,0,0,0,1.56
A,"In fact, it may be a made-up image, but since Korean-Chinese often commit violent crimes, it seems that they left a comment thinking that it was the culprit. In addition to such provocative articles, I have seen a lot of articles about Korean-Chinese crimes in real TV news and major portal articles, so I think the problem is big. Of course, not only Korean-Chinese but also Koreans commit violent crimes, but I wonder how the Korean-Chinese arrived and are being managed.",1,81,36.86,6.03,83.36,2.93,27,22.22,86.42,71.6,53.09,11.11,4.94,3.7,0,0,0,1.23,6.17,12.35,7.41,0,9.88,8.64,7.41,9.88,1.23,19.75,7.41,6.17,0,0,0,0,20.99,0,20.99,6.17,2.47,0,4.94,3.7,4.94,0,2.47,0,2.47,2.47,0,2.47,0,2.47,0,0,3.7,2.47,0,0,0,0,2.47,1.23,0,0,0,0,7.41,0,6.17,1.23,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,3.7,8.64,0,1.23,4.94,2.47,0,0,2.47,4.94,3.7,1.23,0,0,0,0,0,18.52,3.7,8.64,0,0,0,6.17
A,"The fact that Korean-Chinese is the culprit of violent crime seems to be an error of hasty generalization. After accurate statistical analysis is made on the frequency of occurrence of violent crimes, regions of occurrence, class of occurrence, and age group, inferences and countermeasures must be made based on the indicators. It is too fragmentary to simply drive Korean-Chinese to be the culprit with only provocative articles about the recent violent crimes of Korean-Chinese people.",1,75,96.85,47.97,3.34,1,25,30.67,77.33,60,48,2.67,0,0,0,0,0,0,2.67,10.67,9.33,0,20,9.33,5.33,4,0,14.67,6.67,1.33,0,0,0,0,13.33,0,13.33,4,5.33,2.67,1.33,4,0,0,4,0,4,4,0,4,0,4,0,0,1.33,0,0,0,0,0,0,1.33,0,0,0,0,4,0,4,0,1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,4,1.33,1.33,1.33,0,0,0,4,2.67,5.33,0,0,0,0,0,0,13.33,4,5.33,0,0,0,4
A,"I think it would be nice if things like that didn't happen around me. But when I see them on the news or walk around, I'm a little scared of people walking around in groups It seems to happen",1,39,14.06,1,99,20.23,19.5,2.56,100,89.74,66.67,23.08,12.82,10.26,0,0,0,2.56,10.26,7.69,5.13,0,20.51,10.26,10.26,10.26,2.56,28.21,5.13,2.56,0,0,0,0,17.95,0,17.95,5.13,0,2.56,7.69,0,10.26,0,5.13,2.56,2.56,2.56,0,2.56,2.56,0,0,0,7.69,2.56,0,0,0,0,2.56,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,17.95,0,5.13,10.26,2.56,0,0,2.56,2.56,5.13,0,0,0,0,0,0,10.26,2.56,2.56,0,0,5.13,0
A,"The image of Korean-Chinese in the movie itself is compared to people who commit various serious crimes such as murder, rape, etc., so people's perception seems to have settled as a criminal group. Therefore, this is considered an unfounded bias. It is necessary to understand the culture and characteristics of the Korean-Chinese more closely.",1,54,86.76,51.1,39.59,1,18,31.48,90.74,68.52,51.85,7.41,1.85,0,0,0,0,0,5.56,16.67,11.11,0,14.81,7.41,5.56,7.41,0,16.67,9.26,3.7,0,0,0,0,12.96,0,12.96,9.26,0,0,1.85,0,3.7,0,3.7,0,3.7,0,0,0,0,0,0,0,12.96,5.56,0,0,3.7,1.85,0,5.56,0,0,0,0,3.7,0,3.7,0,1.85,1.85,0,0,0,0,3.7,0,0,0,0,0,1.85,0,1.85,1.85,0,0,0,0,0,0,0,0,3.7,7.41,0,0,3.7,1.85,0,0,0,3.7,7.41,0,0,0,0,0,0,20.37,7.41,7.41,0,0,1.85,3.7
A,"I didn't pay much attention to it, but I don't think it's all because they're Korean-Chinese. There are people like that in Korea too, and there are people like that in foreign countries, and there are a lot of things like that happening in Korea. I think people themselves have personality and mental problems.",1,54,4.55,4.99,86.01,20.23,18,16.67,92.59,79.63,70.37,20.37,9.26,5.56,0,0,0,3.7,11.11,12.96,1.85,0,14.81,14.81,7.41,9.26,3.7,20.37,5.56,9.26,0,0,0,0,14.81,1.85,12.96,3.7,1.85,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,1.85,0,1.85,0,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96,12.96,1.85,0,11.11,0,0,0,0,1.85,11.11,0,0,0,0,0,0,20.37,5.56,5.56,0,0,7.41,1.85
A,"It's not a Korean-Chinese problem, it's an individual problem, so I think it's absurd to say that it is limited to being Korean-Chinese. There are many articles in our country that demean certain regions, but as you know, there are many cases where this is not the case. As such, I think it is an error of generalization to conclude and say that Korean-Chinese! is the culprit of violent crimes.",1,70,15.41,18.49,91.58,1.98,17.5,21.43,91.43,77.14,62.86,18.57,5.71,2.86,1.43,1.43,0,0,12.86,18.57,7.14,0,11.43,14.29,5.71,7.14,2.86,21.43,8.57,5.71,2.86,1.43,0,1.43,15.71,0,15.71,10,0,0,0,0,4.29,0,2.86,0,2.86,1.43,0,1.43,0,1.43,0,0,11.43,5.71,0,0,1.43,1.43,2.86,2.86,0,0,0,0,4.29,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,8.57,0,0,8.57,0,0,0,0,0,12.86,0,0,0,0,0,0,21.43,4.29,7.14,0,1.43,4.29,4.29
A,"I don't think there should be any baseless prejudice against Korean-Chinese. You should not think with prejudice when bad things happen because you are Korean-Chinese, thinking that it is a difference between people, not having a prejudice as a Korean-Chinese. do",1,41,6.47,4.28,75.67,3.01,13.67,29.27,100,78.05,65.85,14.63,7.32,2.44,0,4.88,0,0,7.32,12.2,7.32,0,9.76,19.51,4.88,7.32,7.32,29.27,2.44,0,0,0,0,0,26.83,0,26.83,7.32,2.44,4.88,2.44,0,9.76,0,2.44,0,2.44,2.44,0,2.44,0,0,0,0,12.2,7.32,0,0,0,7.32,0,4.88,0,0,0,0,7.32,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,2.44,4.88,0,0,4.88,0,0,0,2.44,0,7.32,0,0,0,0,0,0,19.51,4.88,4.88,0,0,2.44,7.32
A,"think it is wrong to have a preconceived notion about the Korean-Chinese. Any society, organization, race, or people with good intentions coexist in a world where people with malice coexist. Treating all the crimes committed by some Korean-Chinese as the same category is another crime against good Korean-Chinese, and the situation in which they suffer harm from good intentions. I think it will happen, so you shouldn't be biased",1,69,76,18.24,34.62,7.29,17.25,24.64,85.51,60.87,52.17,10.14,4.35,1.45,0,1.45,0,1.45,5.8,14.49,8.7,0,14.49,8.7,4.35,5.8,1.45,14.49,2.9,4.35,1.45,0,1.45,0,18.84,1.45,17.39,2.9,2.9,1.45,2.9,0,7.25,0,10.14,4.35,5.8,7.25,4.35,2.9,0,1.45,0,0,5.8,1.45,0,0,0,1.45,0,4.35,0,0,0,0,4.35,0,4.35,0,1.45,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,8.7,5.8,0,0,5.8,0,0,0,0,0,2.9,1.45,0,0,0,0,0,17.39,4.35,7.25,0,0,1.45,4.35
A,"Korean-Chinese aren't necessarily criminals, but reading a lot of articles like this makes me wonder if that's the case. Still, when I see people from China or Korean-Chinese people around me, everyone is nice and kind. However, some Koreans say that even Koreans are afraid. If you compare the crime rate of Koreans and the crime rate of Korean-Chinese and find that the crime rate of Korean-Chinese is high, appropriate measures seem necessary.",1,73,26.97,2.88,75.48,20.23,18.25,23.29,89.04,75.34,53.42,12.33,5.48,4.11,0,1.37,0,0,6.85,15.07,6.85,0,9.59,6.85,8.22,12.33,1.37,16.44,8.22,9.59,0,0,0,0,17.81,1.37,16.44,4.11,1.37,0,6.85,1.37,9.59,0,2.74,1.37,1.37,1.37,0,1.37,1.37,0,0,0,5.48,2.74,0,0,0,1.37,1.37,2.74,0,0,0,0,9.59,0,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,1.37,9.59,5.48,0,0,2.74,1.37,0,0,1.37,0,8.22,0,0,0,0,0,0,20.55,5.48,6.85,0,0,2.74,5.48
A,"Not all Koreans are bad people. I think it's problematic to look at the news of some violent criminals and judge the whole. In the news, there seems to be a lot of intent to increase the viewership ratings by leaving only the worst cases as articles. I think it's unreasonable to judge the bad behavior of some people as a whole. I think you should look at the forest, not judge by the trees.",1,75,96.85,10.48,26.54,1,15,14.67,92,77.33,56,8,5.33,4,0,1.33,0,0,2.67,18.67,13.33,0,18.67,6.67,2.67,4,2.67,16,12,10.67,4,0,0,4,13.33,0,13.33,5.33,1.33,1.33,4,0,2.67,0,8,0,8,5.33,0,4,0,1.33,0,0,10.67,9.33,0,0,0,6.67,2.67,1.33,0,0,0,0,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,8,2.67,1.33,2.67,4,0,0,0,0,5.33,0,0,0,0,0,0,12,6.67,2.67,0,0,2.67,0
A,"Of course, not 100% of all people think they are at the root of the crime. However, I think there is a part that makes them that way because of such widespread perception. I think people's uncomfortable gaze or rude words and actions make them uncomfortable. I usually think that everyone has an evil side, but I think that evil side can be blocked in various ways. If you treat them humanely as the same person, it seems that their evil feelings will not be easily expressed.",1,87,20.17,13.19,98.3,1,17.4,17.24,89.66,71.26,55.17,19.54,11.49,4.6,0,1.15,0,5.75,8.05,14.94,5.75,1.15,8.05,8.05,3.45,8.05,2.3,17.24,5.75,3.45,0,0,0,0,29.89,2.3,27.59,9.2,3.45,1.15,4.6,2.3,10.34,0,8.05,1.15,6.9,3.45,0,3.45,0,1.15,0,0,17.24,6.9,1.15,0,1.15,4.6,1.15,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9.2,0,0,5.75,1.15,0,1.15,1.15,0,6.9,1.15,0,0,0,0,0,12.64,5.75,4.6,0,0,1.15,1.15
A,"It is true that Koreans are a threat. In fact, if you go to Garibong-dong, there are many people whose words and actions are intimidating, and there are a lot of actual cruel incidents happening by Korean-Chinese. Cruel incidents such as mutilation and rape. Besides, if you go to a Korean-Chinese community and read a little bit, it's really scary.",1,60,39.7,69.2,51.55,1,15,20,90,75,56.67,10,5,0,0,3.33,0,0,5,13.33,6.67,0,11.67,10,6.67,11.67,0,16.67,11.67,10,5,1.67,0,3.33,8.33,0,8.33,0,0,0,3.33,1.67,5,0,10,0,10,5,0,5,1.67,3.33,0,0,15,8.33,0,0,6.67,3.33,1.67,6.67,0,0,0,0,5,0,5,0,0,0,0,0,0,0,1.67,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,1.67,0,5,10,0,3.33,10,0,0,0,0,0,10,0,0,0,0,0,0,21.67,6.67,8.33,0,0,1.67,5
A,"Even in other countries, multinational neighborhoods have different levels of education and civic consciousness, so they end up with assault or murder. If you look at it, aren't Koreans the main cause of fraudulent crimes?",1,35,56.86,13.3,91.58,1,17.5,25.71,91.43,62.86,51.43,8.57,5.71,0,0,2.86,0,2.86,2.86,5.71,2.86,0,17.14,5.71,5.71,11.43,2.86,8.57,11.43,0,5.71,2.86,0,2.86,20,0,20,2.86,2.86,0,5.71,0,14.29,0,5.71,0,5.71,0,0,0,0,0,0,0,17.14,8.57,0,0,5.71,2.86,0,8.57,0,0,0,0,8.57,5.71,2.86,0,5.71,0,2.86,2.86,0,0,2.86,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,5.71,8.57,2.86,0,5.71,2.86,0,0,2.86,0,2.86,0,0,0,0,0,0,17.14,2.86,8.57,2.86,0,2.86,0
A,"Although there are certain prejudices about Korean-Chinese, I agree that it causes a lot of problems. This is because small but small crimes that harm the atmosphere of the business district, illegal garbage dumping, and urination on the street are rampant because of the Korean-Chinese. As a result, when more violent crimes by Korean-Chinese occur, it seems to be more prominent and felt.",1,63,66.04,16.63,16.25,1,21,30.16,87.3,69.84,55.56,9.52,1.59,1.59,0,0,0,0,7.94,19.05,9.52,0,12.7,6.35,4.76,12.7,0,9.52,12.7,11.11,3.17,0,0,3.17,14.29,0,14.29,3.17,6.35,0,1.59,0,3.17,0,4.76,0,4.76,1.59,0,1.59,0,1.59,0,0,3.17,3.17,0,0,0,1.59,0,0,0,0,0,0,4.76,0,4.76,0,1.59,0,0,1.59,1.59,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,4.76,0,0,3.17,0,0,1.59,1.59,1.59,6.35,0,1.59,0,1.59,0,0,17.46,4.76,7.94,0,0,0,4.76
A,The Korean-Chinese are a very bad people. I will leave a comment asking why the Korean-jok was born and if there is a way to get rid of the Korean-Chinese. The Korean-Chinese are a very bad people. I will leave a comment asking why the Korean-jok was born and if there is a way to get rid of the Korean-Chinese.,1,60,77.34,10.48,63.35,1,15,13.33,100,80,60,3.33,3.33,3.33,0,0,0,0,0,20,20,0,6.67,13.33,10,6.67,0,30,3.33,0,0,0,0,0,6.67,0,6.67,0,3.33,0,3.33,0,3.33,0,6.67,0,6.67,3.33,0,3.33,0,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,6.67,10,0,3.33,6.67,0,0,0,3.33,6.67,6.67,3.33,0,0,0,0,0,16.67,6.67,0,0,0,0,10
A,"There is too much data to be called unfounded bias. I think it is natural that people are exposed to these kinds of crimes, and there are many concerns about the Korean-Chinese people even in normal times. It seems that this kind of gaze will last for a long time, and I think that the Korean-Chinese people tolerate this kind of gaze.",1,62,41.62,16.34,69.74,1.4,20.67,11.29,90.32,69.35,56.45,16.13,3.23,3.23,0,0,0,0,12.9,17.74,4.84,0,12.9,9.68,8.06,3.23,0,17.74,6.45,6.45,0,0,0,0,14.52,0,14.52,6.45,0,0,8.06,0,1.61,0,3.23,0,3.23,0,0,0,0,0,0,0,1.61,1.61,0,0,0,0,1.61,0,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,6.45,3.23,0,0,3.23,1.61,8.06,1.61,0,0,0,0,0,11.29,4.84,3.23,0,0,0,3.23
A,"Currently, many Korean-Chinese are employed due to the lack of on-site workers, but some Korean-Chinese cultures and livelihood habits are not aware of the differences from the reality of Korea, and some Korean-Chinese are exposed to violent crime. I believe that practical education is necessary rather than formal education.",1,49,78.57,3.71,37.24,4.4,24.5,34.69,87.76,65.31,51.02,4.08,2.04,2.04,0,0,0,0,2.04,14.29,6.12,0,14.29,8.16,4.08,8.16,2.04,12.24,12.24,6.12,2.04,0,0,2.04,16.33,0,16.33,4.08,0,2.04,0,0,8.16,0,2.04,0,2.04,2.04,0,2.04,0,2.04,0,0,6.12,2.04,0,0,0,0,0,2.04,0,0,0,0,6.12,0,6.12,0,10.2,0,0,10.2,2.04,0,0,0,0,0,0,0,0,0,0,2.04,0,0,2.04,0,0,0,0,0,0,2.04,2.04,0,0,0,0,0,4.08,0,10.2,0,0,0,0,0,0,18.37,4.08,6.12,0,0,0,8.16
A,"Don't be indifferent because it's not your business, don't look at the word 'Chosunjok' from your own point of view, rather than look at it with the gaze that drives others. And no matter what your thoughts are, they are just your own. Don't force them on others, don't try to instill them, just think for yourself. One thought of yours doesn't change the whole prejudice, it just gets tiring.",1,70,5.94,72.87,11.24,7.42,17.5,12.86,95.71,80,65.71,22.86,12.86,0,0,8.57,0,4.29,10,14.29,4.29,1.43,14.29,12.86,5.71,4.29,10,22.86,4.29,2.86,5.71,0,1.43,4.29,20,1.43,18.57,4.29,4.29,1.43,0,0,5.71,0,2.86,0,1.43,2.86,0,1.43,0,0,0,0,15.71,2.86,0,0,0,1.43,1.43,12.86,0,0,0,0,0,0,0,0,1.43,0,0,1.43,1.43,0,1.43,1.43,0,0,0,0,0,0,0,0,0,1.43,0,0,1.43,0,0,0,5.71,7.14,2.86,1.43,0,5.71,0,0,1.43,0,14.29,0,0,0,0,0,0,25.71,5.71,8.57,0,0,11.43,0
A,"I think it is an error of hasty generalization about the Korean-Chinese. There are Koreans like that, but not all of them are like that. Just because some Koreans commit violent crimes doesn't mean that all Korean-Chinese commit those crimes. I think the article needs to come out clearly on those parts.",1,52,41.98,2.37,70.92,4.87,13,17.31,88.46,76.92,63.46,17.31,5.77,3.85,0,0,0,1.92,11.54,21.15,5.77,0,15.38,7.69,7.69,3.85,3.85,19.23,1.92,3.85,0,0,0,0,21.15,1.92,19.23,5.77,1.92,1.92,3.85,1.92,5.77,0,1.92,0,1.92,1.92,0,1.92,0,1.92,0,0,1.92,0,0,0,0,0,0,1.92,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,9.62,5.77,0,1.92,5.77,0,0,0,0,0,11.54,0,0,0,0,0,0,15.38,7.69,1.92,0,0,1.92,3.85
A,"think it is absurd to say without evidence that the Korean-Chinese are the culprits of violent crimes. Each person has different characteristics, and it is an error of generalization to generalize that many people with one word, Korean-Chinese. I don't think I became a violent criminal because I'm Korean, but because that person is the problem.",1,56,46.07,5.54,35.49,1,18.67,26.79,89.29,73.21,57.14,14.29,5.36,5.36,0,0,0,0,8.93,19.64,8.93,1.79,10.71,12.5,1.79,7.14,1.79,19.64,10.71,3.57,0,0,0,0,17.86,0,17.86,5.36,3.57,0,0,0,5.36,0,3.57,0,3.57,3.57,0,3.57,0,3.57,0,0,10.71,7.14,0,0,0,3.57,3.57,3.57,0,0,0,0,5.36,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,1.79,12.5,0,0,0,0,0,0,17.86,5.36,5.36,0,0,3.57,3.57
A,"It is partly acknowledged that crimes related to Korean-Chinese are violent crimes, but not all Korean-Chinese are like that, so it would be good to take measures that can legally impose certain sanctions. Then I think that this prejudice will disappear, and people will not misunderstand the Korean-Chinese, so I think that these crimes will also decrease.",1,57,1,1.83,33.61,20.23,28.5,24.56,89.47,71.93,59.65,19.3,3.51,3.51,0,0,0,0,15.79,15.79,1.75,0,5.26,15.79,7.02,10.53,3.51,22.81,3.51,3.51,1.75,0,0,1.75,19.3,0,19.3,7.02,0,3.51,5.26,0,5.26,0,3.51,1.75,1.75,3.51,1.75,1.75,0,1.75,0,0,3.51,3.51,0,0,0,1.75,0,0,0,0,0,0,7.02,1.75,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,7.02,1.75,0,0,1.75,0,0,0,1.75,0,7.02,5.26,0,0,0,0,0,15.79,3.51,7.02,0,0,0,5.26
A,"Is it because a few people have problems with it, so many people are swearing at it.. Even if Koreans do bad things abroad and become a problem, how many people can post the same thing? We are all the same person, but if we treat them properly, wouldn't those problems be reduced?",1,53,4.02,40.06,2.78,5.02,17.67,16.98,90.57,75.47,66.04,16.98,5.66,0,3.77,0,0,1.89,11.32,16.98,7.55,0,3.77,15.09,5.66,11.32,1.89,18.87,11.32,7.55,3.77,3.77,0,0,26.42,1.89,24.53,1.89,3.77,3.77,3.77,0,9.43,0,1.89,0,1.89,1.89,0,1.89,0,0,0,0,9.43,1.89,0,0,0,0,0,7.55,0,0,0,0,1.89,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,16.98,3.77,7.55,3.77,0,1.89,0
A,"Even if I try not to be prejudiced, I think that if I face the Korean-Chinese living in Korea, prejudice will inevitably arise. People on the subway with a harsh atmosphere and high-pitched phone calls while watching movies at the cinema, etc... They just think of themselves as Chinese and have no intention of integrating into Korean society.",1,58,63.33,3.55,67.94,5.8,19.33,20.69,89.66,67.24,55.17,10.34,8.62,5.17,0,0,0,3.45,1.72,10.34,6.9,0,15.52,5.17,5.17,10.34,3.45,12.07,3.45,0,1.72,0,1.72,0,17.24,1.72,15.52,3.45,1.72,1.72,3.45,0,6.9,0,1.72,0,1.72,0,0,0,0,0,0,0,10.34,5.17,0,0,0,3.45,1.72,5.17,0,0,0,0,6.9,0,5.17,1.72,3.45,3.45,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,8.62,1.72,0,5.17,1.72,1.72,0,1.72,0,0,1.72,0,0,0,0,0,17.24,8.62,5.17,0,0,0,3.45
A,"haven't thought deeply about it yet, if I think too deeply, it still hurts my head, and there is no such thing as prejudice I think that there is no limit when you look at it with prejudice There is no more to be sad about I really think that the word prejudice should disappear Prejudice is a negative word, but you should not use the word prejudice itself.",1,69,1.24,1.4,74.45,1,69,11.59,97.1,82.61,68.12,18.84,8.7,5.8,0,2.9,0,0,10.14,15.94,4.35,0,8.7,11.59,14.49,7.25,7.25,21.74,4.35,2.9,0,0,0,0,23.19,4.35,18.84,5.8,1.45,4.35,2.9,1.45,5.8,0,4.35,0,4.35,2.9,0,2.9,0,0,1.45,0,14.49,11.59,0,0,0,7.25,4.35,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,8.7,1.45,0,5.8,1.45,0,1.45,2.9,0,5.8,0,0,0,0,0,0,8.7,1.45,5.8,0,0,1.45,0
